name	Active_1	CR_1	Active_2	Active_3	CR_2	Active_4	CR_3	CR_4	CR_5	Active_5	Active_6	CR_6	Active_7	Active_8	CR_7	CR_8	Active_9	CR_9	CR_10	Healthy_1	Healthy_2	Healthy_3	Healthy_4	Healthy_5	Healthy_6	Healthy_7	Healthy_8	Healthy_9
hsa-miR-2392	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23a-3p	1083	794	1040.5	59.5	73	181	525.5	287.5	727.5	1188	1392	103	1897	297.5	194.5	371.5	2331.5	154.5	130.5	658	1122.5	1069	562.5	1805.5	2290.5	1368.5	470.5	698.5
hsa-miR-23a-5p	239	42	389	3	6	7	42	37	10	322	225	6	570	21	3	20	701	9	5	54	37	143	86	155	133	29	46	27
hsa-miR-23b-3p	570	277	360.5	38.5	38	71	198.5	127.5	331.5	708	571	60	1084	107.5	132.5	156.5	1646.5	72.5	79.5	325	498.5	497	224.5	594.5	996.5	358.5	135.5	222.5
hsa-miR-23b-5p	2	3	2	0	0	0	1	1	0	3	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
hsa-miR-23c	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-1-5p	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	4	1	0	4	9	0	0	1
hsa-miR-24-2-5p	55	47	36	6	7	11	13	35	44	107	47	13	44	26	12	41	201	9	26	177	186	210	119	396	491	205	88	161
hsa-miR-24-3p	198	58.5	112	7.5	7.5	16	6.5	65.5	77.5	117	79	22	248	16	6.5	31	396	8.5	20	32.5	36	58.5	21.5	57.5	92.5	32.5	11.5	18
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2467-5p	8	3	6	4	0	0	0	4	0	2	3	0	15	8	0	3	29	0	0	2	6	4	2	1	6	1	0	0
hsa-miR-25-3p	6734	4295	3806	640	531	518	1313	1976	6042	8068	3413.33	1057.33	8971	1708	1237	2439	9811.67	871	1493	2133	3182	2456	1765	2865	5199	3414	1514	1821
hsa-miR-25-5p	94	42	146	12	9	11	19	15	64	166	153	24	229	24	7	33	263	20	17	25	36	72	35	54	61	41	27	26
hsa-miR-2682-3p	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	0	1	6	1	1	0	5	0	0	4	3	0	3	0	0	0	14	0	0	3	2	2	0	2	11	2	0	3
hsa-miR-26a-2-3p	0	3	2	0	0	0	3	0	0	0	6	0	20	0	0	0	5	0	0	0	0	0	2	4	3	3	2	1
hsa-miR-26a-5p	59706	35010.5	42719.5	2544.5	2896.5	6496.5	14850.5	8349.33	26027	51379	40560.5	3613.5	90975.5	11648.5	4971	11762.5	100467	5106	4507.5	19317.33	22020.5	25485.67	14180	37669.5	59607.5	27731.5	10961	18512.5
hsa-miR-26b-3p	146	126	115	1	10	18	38	28	97	141	132	9	281	38	3	49	355	13	27	146	158	223	100	272	506	223	66	117
hsa-miR-26b-5p	12764	8625	13828	443	612	1806	4329	1689.33	5261	11161	16672	887	33796	1966	1686	2013	26328	1556	904	4198.33	4244	5025.67	3275	6455	10761	6988	2307	3398
hsa-miR-27a-3p	1564	994.67	1090.33	313.33	102.83	223.17	594.17	924.33	2332.33	1641.67	1143.5	377	2087.5	569	523.17	840.33	3611.67	324.67	324.83	1043.67	1446.83	1730.67	835.5	2113.67	3580.67	2254.67	812.17	1107.83
hsa-miR-27a-5p	10	2	4	8	4	2	4	16	5	6	10	11	16	0	0	7	7	0	6	4	2	1	0	2	3	6	2	0
hsa-miR-27b-3p	8925.5	5633.67	7061.33	798.33	603.83	1076.17	2590.17	2122.33	7219.33	9337.67	6678.5	1018	14132.5	2159	1468.17	2828.33	27214.17	1450.67	1419.83	4178.17	5203.83	4978.67	2268	5560.67	10638.67	4939.67	1794.17	2865.83
hsa-miR-27b-5p	87	39	68	4	3	10	20	8	56	88	65	4	172	17	15	18	275	5	14	44	32	36	20	44	95	24	11	18
hsa-miR-28-3p	9154	4996	9142	618	625	958	2137	2462	5855	10624	6372	836	15229	2136	784	3534	23871	849	1137	2884	2456	3902	2310	4808	7659	3402	1367	2307
hsa-miR-28-5p	1400	785	1404	56	107	149	388	275	755	1349	1212	150	3063	332	101	350	2677	158	130	562.5	488	523	359	730	1377.5	715.33	236	338
hsa-miR-2861	4	0	4	6	0	0	0	0	4	11	2	0	7	0	0	0	6	0	2	0	0	0	0	0	1	1	0	0
hsa-miR-296-3p	4	0	8	0	3	0	1	2	3	18	3	4	8	13	0	1	21	0	2	0	1	2	1	0	1	3	0	0
hsa-miR-296-5p	3	5	3	0	1	0	0	5	9	5	11	0	18	5	0	8	10	0	0	1	3	5	5	5	1	2	5	1
hsa-miR-297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-299-3p	21	2	18	0	1	0	0	28	0	51	26	0	48	1	1	8	9	0	0	6	1	7	5	28	20	8	4	4
hsa-miR-299-5p	0	0	5	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	2	0
hsa-miR-29a-3p	404	317	197	62	54	47	118	165	711	721	400	99	467	140	46	213	842.5	63	69	121.5	245	123.5	134	175.5	427.5	306.5	97	158.5
hsa-miR-29a-5p	0	2	2	0	0	0	0	2	0	9	0	0	2	3	2	0	7	0	0	1	7	0	0	2	4	1	0	4
hsa-miR-29b-1-5p	3	0	1	0	0	0	0	0	0	2	3	0	4	0	0	0	6	0	0	1	0	3	0	0	6	0	0	0
hsa-miR-29b-2-5p	5	6	5	0	0	1	3	0	4	13	5	0	11	0	0	0	16	1	0	3	2	2	1	3	2	0	0	1
hsa-miR-29b-3p	7	6.5	5.83	0.5	2	0	0	0.5	19.5	9	4.5	3	9.5	3	1	1	15	1	4	5.5	4	4	3	8	14.17	11.33	3	2.5
hsa-miR-29c-3p	170	102	114.33	43	9	23	62	105	275	267	120	41	199	74	16	93	424.5	40	37	115.5	172	110.5	118	223.5	365.17	244.83	81	122.5
hsa-miR-29c-5p	6	2	5	0	0	2	0	0	1	2	6	0	6	4	0	0	10	2	0	3	6	3	3	6	4	5	2	2
hsa-miR-301a-3p	1375	1026	883	90	154	249	422	475.5	726	2230	1221	179	1551	333	135	740	4648.5	148	202	528	668	651.5	432	996	1463	697	303	504.5
hsa-miR-301a-5p	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	1	0	1	0	2	0	0	0	0
hsa-miR-301b-3p	180	123	114	3	12	18	26	62.5	80	215	132	21	193	29	22	52	538.5	20	15	57	39	80.5	44	125	171	85	50	74.5
hsa-miR-301b-5p	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	6	6	4	16	11	12
hsa-miR-3059-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	2	11	13	0	0	0	0	0	0	3	8	0	32	0	1	4	8	0	0	4	1	5	5	4	9	2	2	0
hsa-miR-3065-3p	13	9	8	0	0	0	7	0	6	13	8	0	17	4	0	13	19	0	0	3	0	5	0	5	4	1	0	1
hsa-miR-3065-5p	2	2	8	0	1	1	0	7	0	20	5	2	12	0	0	7	11	1	0	4	5	8	3	13	11	5	0	5
hsa-miR-3074-3p	0	4	0	0	0	0	0	0	0	5	1	0	0	0	0	0	6	0	0	0	0	4	0	2	1	3	1	0
hsa-miR-3074-5p	14	10	4	0	0	0	0	10	0	16	6	0	16	0	0	0	15	0	2	2	7	8	3	4	6	1	2	5
hsa-miR-3085-3p	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-3p	76	70	58	7	2	8	21.5	95	199	59	37	15	127	32	41	24	124.5	18	31	10	23.5	21	33	30	38.5	36	7	20
hsa-miR-30a-5p	1531	1591.5	863	469	203	165	435.5	2010.5	5948	768.5	473.5	562	1196	779	680	1994.5	2572.5	482.5	924	198.5	478	527	356	515.5	1152.5	820	285	384
hsa-miR-30b-3p	31	6	101	0	0	2	3	1	2	69	82	3	261	31	0	5	197	0	9	11	16	38	8	42	23	3	4	2
hsa-miR-30b-5p	1790	1847	1489	114	164	276	575.67	518.67	1857	2446	1565	203	3499	631	237.33	688	3919	209	226	1506.33	1565.33	2041	1305.67	2623	4187	1913.67	932	1498
hsa-miR-30c-1-3p	113	59	119	3	4	10	33	45	35	194	89	10	225	43	0	38	384	1	16	39	38	58	21	65	74	27	23	29
hsa-miR-30c-2-3p	10	9	9	1	3	0	3	2	43	4	10	1	14	7	3	19	16	4	6	4	6	6	10	4	7	16	0	5
hsa-miR-30c-5p	3512	3121	2711	204.5	271	476	1207.17	1246.17	2687	4671	3122.5	468	6233.5	1226	524.83	1294	8285	454.5	498.5	2050.33	2206.33	2972.5	1619.17	3906	6187.5	2345.17	1212	2029.5
hsa-miR-30d-3p	99	78	93	3	4	12	23	24	76	116	39	4	121	39	8	30	201	4	10	38	18	38	26	51	72.5	52	12	32
hsa-miR-30d-5p	59718	34520.5	33379.5	4094.5	4365.5	5750.5	11392	14782	29992.5	54727.5	35859	5280.5	61598.5	12162.5	3899	17933	102590.5	4017.5	6929	10646	8759.5	13409	6563.5	15235.5	23439	11848.5	5722	8492
hsa-miR-30e-3p	956	638	962	50	91	120	355.5	194	583	1355	911	68	1915	269	108	330	2569.5	97	172	329	266.5	393	302	488	772	382	153	261
hsa-miR-30e-5p	24745	14829	13746.5	1953.5	1631.5	2275.5	3941.5	7937.5	16076.5	26766	14438.5	2727.5	21388.5	5168.5	1830	10370.5	59903	2405	2828	6265.5	5675.5	7632	3765.5	9872	17104.5	8973.5	3466	5415
hsa-miR-31-5p	0	1	0	0	1	2	0	0	40	6	0	0	8	2	0	4	1	0	1	5	6	3	2	2	5	2	3	4
hsa-miR-3115	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
hsa-miR-3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-3p	3	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-3p	66	42	47	1	4	12	19	25	25	103	52	15	76	22	0	13	256	9	9	14	27	39	7	33	63	38	13	18
hsa-miR-3120-5p	4	7	6	1	0	0	7	0	8	19	10	0	11	4	0	0	15	4	0	2	3	4	5	8	8	0	3	3
hsa-miR-3121-3p	0	0	0	0	0	0	0	1	0	0	2	0	5	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
hsa-miR-3122	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-3124-5p	1	3	0	1	0	0	0	0	2	2	3	0	6	0	0	3	7	0	0	1	1	0	0	0	1	2	0	0
hsa-miR-3125	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-3p	5	5	2	0	0	0	0	0	0	3	2	0	3	0	0	0	6	0	0	2	1	0	0	3	1	5	1	5
hsa-miR-3127-5p	11	2	27	2	0	3	2	1	15	19	34	1	47	1	0	2	36	3	0	4	2	2	4	7	8	0	5	0
hsa-miR-3128	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3129-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
hsa-miR-3129-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3130-3p	0.5	0	0	0.5	0	1	0	0	0	11	2	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	4	0	0	0	0
hsa-miR-3130-5p	1	4	1	0	0	0	0	0	0	4	1.5	3	0	0	2	0	2	0	0	0	0.5	2.5	1.5	1	0.5	0	0	0
hsa-miR-3131	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3132	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3134	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3135a	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-3136-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3136-5p	0	2	2	0	0	0	0	0	7	3	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0
hsa-miR-3138	36	22	78	6	3	2	21	2	5	50	65	3	138	11	1	5	119	6	4	21	20	40	10	23	23	15	6	7
hsa-miR-3139	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0
hsa-miR-3140-3p	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0
hsa-miR-3141	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-3142	0.5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3143	2	2	5	1	0	0	2	9	0	3	2	0	10	0	7	0	5	1	0	1	2	6	4	4	6	7	4	0
hsa-miR-3144-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3146	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2
hsa-miR-3147	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150a-3p	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-3150a-5p	6	0	4	0	0	1	0	4	0	5	0	1	9	5	0	0	8	1	0	3	0	0	4	1	5	0	1	0
hsa-miR-3150b-3p	2	2	0	0	0	0	0	0	4	0	2	0	1	9	0	3	5	0	0	0	1	0	0	0	2	1	0	2
hsa-miR-3150b-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-5p	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3153	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3154	3	0	13	0	4	0	0	0	1	1	1	0	13	0	0	0	3	0	0	3	3	2	2	1	4	0	0	2
hsa-miR-3155a	1	0	0	0	0	0	0	0	4	1	5	5	1	0	1	4	0	0	0	0	0	1	0	2	0	1	3	0
hsa-miR-3155b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-3p	0	1	2	0	0	0	0	0	7	8	10	0	0	0	0	0	6	0	0	0	0	3	2	0	4	2	0	0
hsa-miR-3157-5p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	4	0	0
hsa-miR-3158-3p	18.5	14	9.5	3.5	1	2	3.5	12.5	16	29.5	18	2.5	24	0	5.5	11	53.5	1.5	6.5	5.5	10	9	7	6.5	8.5	9.5	3.5	7
hsa-miR-3158-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3159	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	1	0	0	0	1	0	0	2	0
hsa-miR-3160-3p	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-5p	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3161	27	10	28	1	0	5	27	0	5	30	11	1	38	16	0	3	63	0	11	0	0	0	0	0	0	0	0	0
hsa-miR-3162-3p	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3162-5p	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-3163	0	0	0	0	0	0	0	0	0	2	2	0	4	0	2	1	1	1	0	3	0	0	4	1	3	0	0	0
hsa-miR-3165	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3166	6	2	0	0	0	0	0	0	0	0	2	0	1	7	0	0	2	0	0	0	0	1	0	1	0	1	0	0
hsa-miR-3168	0	0	2	7	6	0	0	7	0	1	1	14	2	0	2	0	0	3	1	3	21	30	38	33	10	13	17	56
hsa-miR-3169	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	2	0	4	0	0	0	0	0	2	0	1	0	8	0	0	0	4	0	0	0	1	0	0	1	1	0	0	0
hsa-miR-3173-5p	9	9	6	1	4	0	3	0	5	8	25	2	26	0	10	1	10	0	4	10	4	32	6	19	45	17	11	13
hsa-miR-3174	7	11	11	0	0	3	0	0	0	22	7	0	25	1	2	4	24	0	0	0	1	3	4	5	6	0	4	4
hsa-miR-3175	1	0	0	0	0	0	0	0	1	4	8	0	8	2	0	0	5	0	0	0	1	3	0	0	0	0	1	0
hsa-miR-3176	10	8	6	0	0	0	1	13	7	23	5	8	10	0	0	4	25	5	0	5	1	0	0	2	4	4	1	3
hsa-miR-3177-3p	65	20	31	1	8	3	15	19	12	41	16	0	107	11	0	17	163	1	8	5	10	17	13	16	18	4	2	8
hsa-miR-3177-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
hsa-miR-3178	0	0	0	7	0	0	0	4	4	0	0	1	0	11	2	5	1	0	0	0	1	0	1	0	0	0	0	1
hsa-miR-3179	1.75	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3180	0.29	0.14	0.14	0	0	0	0	0	0	0.43	0	0	0.29	0	0	0	0.43	0.14	0	0	0	0.29	0	0	0	0	0	0
hsa-miR-3180-3p	0.49	0.14	0.14	0	0	0	0	0	0	0.43	0	0	0.29	0	0	0	0.43	0.14	0	0	0	0.29	0	0	0	0	0	0
hsa-miR-3180-5p	2.33	0	0.67	0	0.33	0	0	0	0.67	5.67	0	0	0.33	2.33	0	0	1.67	0	0.33	1	0.67	0.33	0	1	1	0	0.67	0
hsa-miR-3181	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	1	1	5	3	0	0	1	2	11	4	2	0	1	0	0	8	5	0	0	2	0	2	0	1	0	0	0	0
hsa-miR-3183	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	7	0	0	0	2	1	1	1	3	0	0	0
hsa-miR-3185	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	2	3	1	0	0	0	0	7	1	10	1	0	7	0	1	2	14	0	0	0	0	0	0	0	3	1	2	0
hsa-miR-3187-5p	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0
hsa-miR-3188	20	4	11	0	4	0	3	4	2	50	19	1	4	0	0	0	131	0	5	1	3	14	6	9	3	1	0	3
hsa-miR-3190-3p	2	2	9	0	0	0	4	0	0	3	2	0	6	0	0	0	4	0	0	0	0	4	0	1	6	0	0	0
hsa-miR-3190-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-3p	16	3	0	2	0	2	0	4	0	6	4	0	27	2	0	0	14	0	0	0	0	3	0	7	1	0	1	0
hsa-miR-3191-5p	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-3192-3p	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3192-5p	0	0	1	0	0	0	0	0	0	0	4	0	8	0	0	0	4	0	0	0	0	0	0	6	2	0	0	0
hsa-miR-3194-3p	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1
hsa-miR-3194-5p	3	0	5	0	3	3	1	0	0	3	0	0	4	1	0	8	5	0	0	1	3	2	0	0	1	2	2	1
hsa-miR-3195	12	14	0	1	0	0	0	16	6	4	1	19	2	2	23	1	0	6	4	0	0	0	0	1	0	1	3	4
hsa-miR-3196	61	34	44	6	0	8	15	44	44	87	59	1	208	23	8	21	100	1	8	22	14	31	9	20	30	11	5	5
hsa-miR-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	0	0.5	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
hsa-miR-3199	0	0	0	0	0	0	0	0	0	0.5	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-3p	3	6	15	0	1	1	0	0	0	5	17	0	29	0	6	3	24	1	2	1	1	5	9	7	10	0	2	5
hsa-miR-32-5p	32	45	33	4	5	4	26	5	100	25	13	3	27	14	4	18	24	8	4	26	54	25	11	34	75	82	33	18
hsa-miR-3200-3p	1	3	0	1	8	0	0	0	4	3	0	6	3	1	0	5	3	0	8	1	1	1	2	2	0	0	0	0
hsa-miR-3200-5p	0	2	0	0	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0	0
hsa-miR-3202	0	0.5	0	1	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
hsa-miR-320a-3p	22624.57	9966.81	24611	1100.07	1303.87	2141.53	4904.68	3846.73	5604.13	22742.51	19738.33	1545.4	61762.19	4310.28	1976.27	5636.47	68447.06	1811.53	2068.47	8306.34	5672.97	18862.53	7839.85	21165.39	20463.81	6234.77	5625.73	5723.18
hsa-miR-320a-5p	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320b	253.48	151.48	213.59	26.98	15.12	34.87	228.68	86.48	164.22	261.76	216.75	61.4	426.77	100.94	247.77	154.97	501.56	120.03	54.72	86.26	88.64	151.11	110.85	158.39	212.39	110.19	77.56	96.68
hsa-miR-320c	53.82	31.64	75.67	21.98	14.95	7.2	20.34	23.65	28.38	58.59	57.25	24.4	142.69	22.94	15.6	36.47	137.39	22.7	24.55	19.76	16.97	47.2	27.69	45.22	58.06	21.52	22.89	27.35
hsa-miR-320d	18.83	4.14	19.79	4.5	6.5	2	4.14	10.5	23.83	23.64	10.33	0	49.4	4.14	2	4	30.14	9	1.5	6.64	11.57	20.26	8.29	15.12	24.42	4.46	6.39	8
hsa-miR-320e	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	2.5	0	1.38	2.12	1.25	0
hsa-miR-323a-3p	87	31	86	6	1	8	14	54	8	150	245	24	431	21	9	13	27	1	5	90	93	50	29	138	198	91	44	26
hsa-miR-323a-5p	2	1	2	0	0	0	0	0	0	4	16	1	13	0	0	0	0	0	0	0	1	0	0	1	3	0	2	1
hsa-miR-323b-3p	99	35	169	3	6	17	64	53	23	188	197	5	339	12	20	25	85	7	3	78	84	102	61	270	371	249	60	75
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	62	50	43	19	2	1	16	42	80	116	52	30	136	32	29	45	265	4	61	17	19	21	22	31	65	29	17	31
hsa-miR-324-5p	17	12	18	7	3	0	4	4	17	16	10	2	31	8	5	2	57	2	2	4	6	8	6	3	14	6	4	1
hsa-miR-326	175	94	83	28	11	22	56	97	62	332	137	18	335	93	7	65	612	16	32	58	53	79	52	110	156	61	33	39
hsa-miR-328-3p	2233	1458	1446	163	174	199	595	863	806	2431	2202	209	4068	519	265	830	4326	228	205	748	762	1252	644	1449	1798	1085	542	693
hsa-miR-328-5p	1	2	0	0	0	0	0	0	2	6	0	0	7	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-329-3p	2	0.5	2	0	0	0	0.5	0.5	0	2.5	8.5	0	1	0	0	0	0	0	0	1	2	1	0.5	1.5	6.5	0.5	1	0
hsa-miR-329-5p	3	0.5	1.5	0	0	0	0	0.5	0.5	1.5	6	0	14.5	0	0	0	0	0	0	2	2	0	3	0	3	2.5	0	2
hsa-miR-330-3p	229	126	168	5	13	32	48	81	101	360	203	40	387	55	25	75	627	20	29	97	107	126	54	167	270	102	61	73
hsa-miR-330-5p	51	30	37	1	6	4	9	29	42	76	34	0	67	20	1	33	200	8	2	22	22	32	23	34	60	14	7	14
hsa-miR-331-3p	96	52	93	15	12	13	43	91	83	203	115	34	213	55	4	49	379	7	32	41	43	63	32	92	129	58	21	41
hsa-miR-331-5p	11	12	5	0	1	0	0	7	7	21	11	0	21	12	1	3	56	2	5	2	5	4	3	10	10	13	6	5
hsa-miR-335-3p	312	167	281	6	17	55	64	13	69	138	149	7	655	45	11	29	374	43	12	128	185	205	54	185	413	262	73	73
hsa-miR-335-5p	216	248	296	10	12	53	102	19	83	189	330	6	429	55	47	63	501	37	9	731	1508	780	470	1324	2907	1809	422	741
hsa-miR-337-3p	5	5	2	0	0	0	0	0	0	5	7	0	10	0	0	0	2	0	0	7	10	11	7	20	28	16	7	5
hsa-miR-337-5p	0	0	1	0	0	0	0	0	0	8	4	2	11	0	0	0	3	0	0	3	1	0	5	5	12	3	3	0
